Subcategory	Category	HPO_term	number	HPO_text	Subcategory_old_name
abn. of the joints	6-AbnormalityConnective Tissue	HP:0002828	5	Multiple joint contractures	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0001385	16	Hip dysplasia	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0001761	6	Pes cavus	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0001371	5	Flexion contracture	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0010499	2	Patellar subluxation	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0003121	2	Limb joint contracture	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0002970	2	Genu varum	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0012385	3	Camptodactyly	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0001377	1	Limited elbow extension	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0005781	2	Contractures of the large joints	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0005879	2	Congenital finger flexion contractures	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0002999	2	Patellar dislocation	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0005692	2	Joint hyperflexibility	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0004684	2	Talipes valgus	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0011729	1	Abnormality of joint mobility	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0001388	1	Joint laxity	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0001382	25	Joint hypermobility	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0002987	5	Elbow flexion contracture	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0005684	4	Distal arthrogryposis	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0002827	4	Hip dislocation	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0002857	4	Genu valgum	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0003306	3	Spinal rigidity	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0001771	1	Achilles tendon contracture	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0004637	1	Decreased cervical spine mobility	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0010754	1	Abnormality of the temporomandibular joint	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0003634	1	Amyoplasia	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0008780	1	Congenital bilateral hip dislocation	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0005191	1	Congenital knee dislocation	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0003048	1	Radial head subluxation	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0001239	1	Wrist flexion contracture	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0003835	1	Shoulder subluxation	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0004269	1	Subluxation of the small joints of the hand	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0005612	1	Arthrogryposis-like hand anomaly	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0001845	1	Overlapping toe	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0001840	1	Metatarsus adductus	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0003044	1	Shoulder flexion contracture	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0003273	1	Hip contracture	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0030043	7	Hip subluxation	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0001220	1	Interphalangeal joint contracture of finger	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0006094	1	Finger joint hypermobility	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0003066	1	Limited knee extension	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0002761	1	Generalized joint laxity	6-Abnormalities of the joints
abn. of the skin	6-AbnormalityConnective Tissue	HP:0008064	2	Ichthyosis	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0007429	2	Few cafe-au-lait spots	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0003764	2	Nevus	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000988	2	Skin rash	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0011123	3	Inflammatory abnormality of the skin	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0012842	1	Skin appendage neoplasm	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000973	2	Cutis laxa	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0010648	1	Dermal translucency	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0001106	1	Periorbital hyperpigmentation	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0100585	1	Telangiectasia of the skin	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000958	1	Dry skin	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0002229	1	obsolete Alopecia areata	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000962	1	Hyperkeratosis	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000956	1	Acanthosis nigricans	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000993	1	Molluscoid pseudotumors	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0002299	1	Brittle hair	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0008404	1	Nail dystrophy	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000972	1	Palmoplantar hyperkeratosis	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0012746	1	Thin toenail	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000964	1	Eczema	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0001028	1	Hemangioma	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000329	1	Facial hemangioma	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0010609	1	Skin tags	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0025107	1	Cutis marmorata telangiectatica congenita	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0001053	1	Hypopigmented skin patches	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000966	1	Hypohidrosis	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0001231	1	Abnormal fingernail morphology	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0008066	1	Abnormal blistering of the skin	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0001052	1	Nevus flammeus	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0001022	1	Albinism	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0025526	1	Psoriasiform lesion	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0012399	1	Pressure ulcer	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0012733	1	Macule	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000979	1	Purpura	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0033167	1	Neutrophilic urticarial dermatosis	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000965	4	Cutis marmorata	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0007385	1	Aplasia cutis congenita of scalp	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000957	9	Cafe-au-lait spot	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0001045	4	Vitiligo	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0006610	7	Wide intermamillary distance	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0003186	7	Inverted nipples	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0001057	2	Aplasia cutis congenita	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0011369	1	Mongolian blue spot	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0004780	1	Elbow hypertrichosis	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0011913	1	Lumbar hypertrichosis	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0001047	6	Atopic dermatitis	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0001007	2	Hirsutism	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0001003	1	Multiple lentigines	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0005590	1	Spotty hypopigmentation	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0001075	1	Atrophic scars	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000953	1	Hyperpigmentation of the skin	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000977	1	Soft skin	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0031447	1	Penile freckling	6-Abnormalities of the skin
abn. of the skin	6-AbnormalityConnective Tissue	HP:0100798	1	Fingernail dysplasia	6-Abnormalities of the skin
abn. of the trunk	6-AbnormalityConnective Tissue	HP:0003305	2	Block vertebrae	6-Abnormality of the trunk
abn. of the trunk	6-AbnormalityConnective Tissue	HP:0002942	2	Thoracic kyphosis	6-Abnormality of the trunk
abn. of the trunk	6-AbnormalityConnective Tissue	HP:0000766	1	Abnormal sternum morphology	6-Abnormality of the trunk
abn. of the trunk	6-AbnormalityConnective Tissue	HP:0002938	1	Lumbar hyperlordosis	6-Abnormality of the trunk
abn. of the trunk	6-AbnormalityConnective Tissue	HP:0006711	1	Aplasia/Hypoplasia involving bones of the thorax	6-Abnormality of the trunk
abn. of the trunk	6-AbnormalityConnective Tissue	HP:0000943	1	Dysostosis multiplex	6-Abnormality of the trunk
abn. of the trunk	6-AbnormalityConnective Tissue	HP:0000926	1	Platyspondyly	6-Abnormality of the trunk
abn. of the trunk	6-AbnormalityConnective Tissue	HP:0002808	5	Kyphosis	6-Abnormality of the trunk
abn. of the trunk	6-AbnormalityConnective Tissue	HP:0002652	5	Skeletal dysplasia	6-Abnormality of the trunk
abn. of the trunk	6-AbnormalityConnective Tissue	HP:0000768	3	Pectus carinatum	6-Abnormality of the trunk
abn. of the trunk	6-AbnormalityConnective Tissue	HP:0000465	1	Webbed neck	6-Abnormality of the trunk
cranial dysostosis	6-AbnormalityConnective Tissue	HP:0004437	2	Cranial hyperostosis	6-Cranial dysostosis
cranial dysostosis	6-AbnormalityConnective Tissue	HP:0004440	2	Coronal craniosynostosis	6-Cranial dysostosis
cranial dysostosis	6-AbnormalityConnective Tissue	HP:0011315	1	Unicoronal synostosis	6-Cranial dysostosis
cranial dysostosis	6-AbnormalityConnective Tissue	HP:0000243	3	Trigonocephaly	6-Cranial dysostosis
cranial dysostosis	6-AbnormalityConnective Tissue	HP:0004442	1	Sagittal craniosynostosis	6-Cranial dysostosis
cranial dysostosis	6-AbnormalityConnective Tissue	HP:0000248	4	Brachycephaly	6-Cranial dysostosis
cranial dysostosis	6-AbnormalityConnective Tissue	HP:0030799	1	Scaphocephaly	6-Cranial dysostosis
cranial dysostosis	6-AbnormalityConnective Tissue	HP:0000268	1	Dolichocephaly	6-Cranial dysostosis
cranial dysostosis	6-AbnormalityConnective Tissue	HP:0000267	1	Cranial asymmetry	6-Cranial dysostosis
cranial dysostosis	6-AbnormalityConnective Tissue	HP:0001357	11	Plagiocephaly	6-Cranial dysostosis
cranial dysostosis	6-AbnormalityConnective Tissue	HP:0008491	1	Premature anterior fontanel closure	6-Cranial dysostosis
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001156	9	Brachydactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0004209	9	Clinodactyly of the 5th finger	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0004691	9	2-3 toe syndactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001182	6	Tapered finger	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0011918	6	Clinodactyly of the 4th toe	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0000954	7	Single transverse palmar crease	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0000767	8	Pectus excavatum	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001852	4	Sandal gap	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0008093	2	Short 4th toe	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0100490	2	Camptodactyly of finger	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001212	2	Prominent fingertip pads	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0009601	2	Aplasia/Hypoplasia of the thumb	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001528	2	Hemihypertrophy	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0007514	1	Edema of the dorsum of hands	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001233	1	2-3 finger syndactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001837	1	Broad toe	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0010442	1	Polydactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0040019	1	Finger clinodactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001844	1	Abnormality of the hallux	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0005617	1	Bilateral camptodactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0011939	1	3-4 finger cutaneous syndactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0005709	1	2-3 toe cutaneous syndactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001869	1	Deep plantar creases	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0006191	1	Deep palmar crease	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0011937	1	Hypoplastic fifth toenail	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0010488	1	Aplasia/Hypoplasia of the palmar creases	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0100807	3	Long fingers	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0010511	3	Long toe	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001799	1	Short nail	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001770	1	Toe syndactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0006101	1	Finger syndactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0004207	1	Abnormal 5th finger morphology	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0200053	1	Hemihypotrophy of lower limb	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001176	1	Large hands	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0030084	3	Clinodactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0100259	3	Postaxial polydactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0010736	2	Monostotic fibrous dysplasia	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0005773	2	Short forearm	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0005042	1	Irregular, rachitic-like metaphyses	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0002656	1	Epiphyseal dysplasia	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001776	5	Bilateral talipes equinovarus	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0002750	4	Delayed skeletal maturation	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001822	4	Hallux valgus	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001760	4	Abnormal foot morphology	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001883	3	Talipes	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0005656	2	Positional foot deformity	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0011917	1	Short 5th toe	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001831	1	Short toe	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0009623	1	Proximal placement of thumb	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0002990	1	Fibular aplasia	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001885	1	Short 2nd toe	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0004692	1	4-5 toe syndactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0004058	1	Hand monodactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001833	1	Long foot	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0006040	1	Long second metacarpal	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001181	1	Adducted thumb	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0008138	1	Equinus calcaneus	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0008417	1	Vertebral hypoplasia	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001162	1	Postaxial hand polydactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0009484	1	Deviation of the hand or of fingers of the hand	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001177	1	Preaxial hand polydactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0005035	1	Shortening of all phalanges of the toes	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0006097	1	3-4 finger syndactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0020110	1	Bone fracture	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001167	1	Abnormality of finger	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001172	1	Abnormal thumb morphology	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0002657	1	Spondylometaphyseal dysplasia	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0003022	1	Hypoplasia of the ulna	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0009803	1	Short phalanx of finger	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0004222	1	Cone-shaped epiphysis of the distal phalanx of the 5th finger	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0009515	1	Cone-shaped epiphysis of the middle phalanx of the 2nd finger	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0009504	1	Cone-shaped epiphysis of the distal phalanx of the 2nd finger	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0031846	1	Femur fracture	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0003961	1	Fractured forearm bones	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0005616	1	Accelerated skeletal maturation	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0006461	1	Proximal femoral epiphysiolysis	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0010055	1	Broad hallux	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0004689	1	Short fourth metatarsal	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001193	1	Ulnar deviation of the hand or of fingers of the hand	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0004220	1	Short middle phalanx of the 5th finger	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0009622	1	Distally placed thumb	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0008455	1	Dysplastic sacrum	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0004330	1	Increased skull ossification	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0009543	1	Abnormality of the middle phalanx of the 2nd finger	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0005863	1	Type E brachydactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0009487	1	Ulnar deviation of the hand	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001161	1	Hand polydactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0012770	1	Reduced arm span	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0040064	1	Abnormality of limbs	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001159	1	Syndactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0008081	1	Pes valgus	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0012428	1	Prominent calcaneus	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0001863	1	Toe clinodactyly	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0009292	1	Broad distal phalanx of the 4th finger	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0100500	1	Fibular deviation of toes	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0010343	1	Aplasia/Hypoplasia of the 5th toe	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0004227	1	Short distal phalanx of the 5th finger	6-Limb abnormalities
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0007598	1	Bilateral single transverse palmar creases	6-Limb abnormalities
obesity and abnormal subcutaneous fat	6-AbnormalityConnective Tissue	HP:0001513	29	Obesity	6-Obesity and abnormal subcutaneous fat
obesity and abnormal subcutaneous fat	6-AbnormalityConnective Tissue	HP:0007485	1	Absence of subcutaneous fat	6-Obesity and abnormal subcutaneous fat
obesity and abnormal subcutaneous fat	6-AbnormalityConnective Tissue	HP:0008915	1	Childhood-onset truncal obesity	6-Obesity and abnormal subcutaneous fat
obesity and abnormal subcutaneous fat	6-AbnormalityConnective Tissue	HP:0009125	2	Lipodystrophy	6-Obesity and abnormal subcutaneous fat
obesity and abnormal subcutaneous fat	6-AbnormalityConnective Tissue	HP:0009126	1	Increased adipose tissue	6-Obesity and abnormal subcutaneous fat
obesity and abnormal subcutaneous fat	6-AbnormalityConnective Tissue	HP:0003549	5	Abnormality of connective tissue	6-Obesity and abnormal subcutaneous fat
obesity and abnormal subcutaneous fat	6-AbnormalityConnective Tissue	HP:0002036	1	Hiatus hernia	6-Obesity and abnormal subcutaneous fat
obesity and abnormal subcutaneous fat	6-AbnormalityConnective Tissue	HP:0009124	1	Abnormal adipose tissue morphology	6-Obesity and abnormal subcutaneous fat
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000047	13	Hypospadias	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000054	11	Micropenis	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000960	6	Sacral dimple	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000133	7	Gonadal dysgenesis	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0002089	7	Pulmonary hypoplasia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000085	5	Horseshoe kidney	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000113	2	Polycystic kidney dysplasia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0008743	3	Coronal hypospadias	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000122	6	Unilateral renal agenesis	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0001539	5	Omphalocele	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000051	2	Perineal hypospadias	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000033	2	Ambiguous genitalia, male	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0000808	2	Penoscrotal hypospadias	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0002032	2	Esophageal atresia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0001748	2	Polysplenia	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0002566	2	Intestinal malrotation	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0008191	2	Thyroid agenesis	7-Congenital inner organ malformations (without heart)
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0012244	2	Abnormal sex determination	7-Congenital inner organ malformations (without heart)
